Case	f0	q	M_tot	chi1	chi2	theta1	phi1	theta2	phi2	f_peak
490	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	1.5707963267948966	277.35506015645353
491	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	2.356194490192345	277.35506015645353
492	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.141592653589793	277.35506015645353
493	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	3.9269908169872414	277.35506015645353
494	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	4.71238898038469	277.35506015645353
495	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	5.497787143782138	277.35506015645353
496	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	1.5707963267948966	6.283185307179586	277.35506015645353
497	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	0.7853981633974483	274.5045944449696
498	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	1.5707963267948966	274.5045944449696
499	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	2.356194490192345	274.5045944449696
500	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.141592653589793	274.5045944449696
501	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	3.9269908169872414	274.5045944449696
502	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	4.71238898038469	274.5045944449696
503	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	5.497787143782138	274.5045944449696
504	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.018628723723829	6.283185307179586	274.5045944449696
505	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	0.7853981633974483	274.6745298966605
506	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	1.5707963267948966	274.6745298966605
507	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	2.356194490192345	274.6745298966605
508	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.141592653589793	274.6745298966605
509	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	3.9269908169872414	274.6745298966605
510	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	4.71238898038469	274.6745298966605
511	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	5.497787143782138	274.6745298966605
512	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	2.6179938779914944	6.283185307179586	274.6745298966605
513	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	0.7853981633974483	273.7496475514627
514	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	1.5707963267948966	273.7496475514627
515	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	2.356194490192345	273.7496475514627
516	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.141592653589793	273.7496475514627
517	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	3.9269908169872414	273.7496475514627
518	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	4.71238898038469	273.7496475514627
519	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	5.497787143782138	273.7496475514627
520	31.	0.5	37.5	0.8	0.8	2.6179938779914944	0	3.141592653589793	6.283185307179586	273.7496475514627
521	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	0.7853981633974483	285.27680725626914
522	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	1.5707963267948966	285.27680725626914
523	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	2.356194490192345	285.27680725626914
524	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.141592653589793	285.27680725626914
525	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	3.9269908169872414	285.27680725626914
526	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	4.71238898038469	285.27680725626914
527	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	5.497787143782138	285.27680725626914
528	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	0.5235987755982988	6.283185307179586	285.27680725626914
529	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	0.7853981633974483	277.50218866705825
530	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	1.5707963267948966	277.50218866705825
531	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	2.356194490192345	277.50218866705825
532	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.141592653589793	277.50218866705825
533	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	3.9269908169872414	277.50218866705825
534	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	4.71238898038469	277.50218866705825
535	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	5.497787143782138	277.50218866705825
536	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.1229639298659642	6.283185307179586	277.50218866705825
537	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	0.7853981633974483	275.8153573877777
538	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	1.5707963267948966	275.8153573877777
539	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	2.356194490192345	275.8153573877777
540	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.141592653589793	275.8153573877777
541	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	3.9269908169872414	275.8153573877777
542	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	4.71238898038469	275.8153573877777
543	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	5.497787143782138	275.8153573877777
544	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	1.5707963267948966	6.283185307179586	275.8153573877777
545	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	0.7853981633974483	270.9282598633336
546	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	1.5707963267948966	270.9282598633336
547	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	2.356194490192345	270.9282598633336
548	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.141592653589793	270.9282598633336
549	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	3.9269908169872414	270.9282598633336
550	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	4.71238898038469	270.9282598633336
551	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	5.497787143782138	270.9282598633336
552	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.018628723723829	6.283185307179586	270.9282598633336
553	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	0.7853981633974483	270.7954443235164
554	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	1.5707963267948966	270.7954443235164
555	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	2.356194490192345	270.7954443235164
556	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.141592653589793	270.7954443235164
557	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	3.9269908169872414	270.7954443235164
558	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	4.71238898038469	270.7954443235164
559	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	5.497787143782138	270.7954443235164
560	31.	0.5	37.5	0.8	0.8	3.141592653589793	0	2.6179938779914944	6.283185307179586	270.7954443235164
561	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	0.7853981633974483	356.9874254193106
562	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	1.5707963267948966	356.9874254193106
563	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	2.356194490192345	356.9874254193106
564	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	3.141592653589793	356.9874254193106
565	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	3.9269908169872414	356.9874254193106
566	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	4.71238898038469	356.9874254193106
567	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	5.497787143782138	356.9874254193106
568	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	0.5235987755982988	6.283185307179586	356.9874254193106
569	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	0.7853981633974483	352.02864398104515
570	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	1.5707963267948966	352.02864398104515
571	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	2.356194490192345	352.02864398104515
572	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	3.141592653589793	352.02864398104515
573	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	3.9269908169872414	352.02864398104515
574	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	4.71238898038469	352.02864398104515
575	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	5.497787143782138	352.02864398104515
576	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.1229639298659642	6.283185307179586	352.02864398104515
577	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	0.7853981633974483	344.3435896294777
578	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	1.5707963267948966	344.3435896294777
579	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	2.356194490192345	344.3435896294777
580	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	3.141592653589793	344.3435896294777
581	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	3.9269908169872414	344.3435896294777
582	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	4.71238898038469	344.3435896294777
583	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	5.497787143782138	344.3435896294777
584	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	1.5707963267948966	6.283185307179586	344.3435896294777
585	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	0.7853981633974483	339.5779502172014
586	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	1.5707963267948966	339.5779502172014
587	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	2.356194490192345	339.5779502172014
588	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	3.141592653589793	339.5779502172014
589	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	3.9269908169872414	339.5779502172014
590	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	4.71238898038469	339.5779502172014
591	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	5.497787143782138	339.5779502172014
592	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.018628723723829	6.283185307179586	339.5779502172014
593	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	0.7853981633974483	332.0590149064004
594	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	1.5707963267948966	332.0590149064004
595	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	2.356194490192345	332.0590149064004
596	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.141592653589793	332.0590149064004
597	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	3.9269908169872414	332.0590149064004
598	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	4.71238898038469	332.0590149064004
599	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	5.497787143782138	332.0590149064004
600	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	2.6179938779914944	6.283185307179586	332.0590149064004
601	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	0.7853981633974483	329.7985304304119
602	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	1.5707963267948966	329.7985304304119
603	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	2.356194490192345	329.7985304304119
604	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.141592653589793	329.7985304304119
605	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	3.9269908169872414	329.7985304304119
606	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	4.71238898038469	329.7985304304119
607	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	5.497787143782138	329.7985304304119
608	35.	0.25	37.5	0.8	0.8	0.5235987755982988	0	3.141592653589793	6.283185307179586	329.7985304304119
609	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	0.7853981633974483	320.4282427634155
610	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	1.5707963267948966	320.4282427634155
611	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	2.356194490192345	320.4282427634155
612	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.141592653589793	320.4282427634155
613	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	3.9269908169872414	320.4282427634155
614	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	4.71238898038469	320.4282427634155
615	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	5.497787143782138	320.4282427634155
616	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	0.5235987755982988	6.283185307179586	320.4282427634155
617	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	0.7853981633974483	315.69191435605603
618	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	1.5707963267948966	315.69191435605603
619	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	2.356194490192345	315.69191435605603
620	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.141592653589793	315.69191435605603
621	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	3.9269908169872414	315.69191435605603
622	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	4.71238898038469	315.69191435605603
623	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	5.497787143782138	315.69191435605603
624	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.1229639298659642	6.283185307179586	315.69191435605603
625	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	0.7853981633974483	313.57302221430217
626	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	1.5707963267948966	313.57302221430217
627	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	2.356194490192345	313.57302221430217
628	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.141592653589793	313.57302221430217
629	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	3.9269908169872414	313.57302221430217
630	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	4.71238898038469	313.57302221430217
631	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	5.497787143782138	313.57302221430217
632	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	1.5707963267948966	6.283185307179586	313.57302221430217
633	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	0.7853981633974483	307.80713399437775
634	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	1.5707963267948966	307.80713399437775
635	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	2.356194490192345	307.80713399437775
636	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.141592653589793	307.80713399437775
637	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	3.9269908169872414	307.80713399437775
638	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	4.71238898038469	307.80713399437775
639	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	5.497787143782138	307.80713399437775
640	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.018628723723829	6.283185307179586	307.80713399437775
641	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	0.7853981633974483	305.0292945484509
642	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	1.5707963267948966	305.0292945484509
643	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	2.356194490192345	305.0292945484509
644	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.141592653589793	305.0292945484509
645	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	3.9269908169872414	305.0292945484509
646	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	4.71238898038469	305.0292945484509
647	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	5.497787143782138	305.0292945484509
648	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	2.6179938779914944	6.283185307179586	305.0292945484509
649	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	0.7853981633974483	303.1326003304822
650	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	1.5707963267948966	303.1326003304822
651	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	2.356194490192345	303.1326003304822
652	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.141592653589793	303.1326003304822
653	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	3.9269908169872414	303.1326003304822
654	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	4.71238898038469	303.1326003304822
655	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	5.497787143782138	303.1326003304822
656	35.	0.25	37.5	0.8	0.8	1.1229639298659642	0	3.141592653589793	6.283185307179586	303.1326003304822
657	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	0.7853981633974483	290.9753226560098
658	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	1.5707963267948966	290.9753226560098
659	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	2.356194490192345	290.9753226560098
660	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.141592653589793	290.9753226560098
661	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	3.9269908169872414	290.9753226560098
662	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	4.71238898038469	290.9753226560098
663	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	5.497787143782138	290.9753226560098
664	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	0.5235987755982988	6.283185307179586	290.9753226560098
665	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	0.7853981633974483	290.62284038762436
666	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	1.5707963267948966	290.62284038762436
667	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	2.356194490192345	290.62284038762436
668	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.141592653589793	290.62284038762436
669	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	3.9269908169872414	290.62284038762436
670	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	4.71238898038469	290.62284038762436
671	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	5.497787143782138	290.62284038762436
672	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.1229639298659642	6.283185307179586	290.62284038762436
673	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	0.7853981633974483	287.19645394804553
674	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	1.5707963267948966	287.19645394804553
675	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	2.356194490192345	287.19645394804553
676	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.141592653589793	287.19645394804553
677	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	3.9269908169872414	287.19645394804553
678	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	4.71238898038469	287.19645394804553
679	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	5.497787143782138	287.19645394804553
680	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	1.5707963267948966	6.283185307179586	287.19645394804553
681	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	0.7853981633974483	282.69707481567616
682	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	1.5707963267948966	282.69707481567616
683	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	2.356194490192345	282.69707481567616
684	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.141592653589793	282.69707481567616
685	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	3.9269908169872414	282.69707481567616
686	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	4.71238898038469	282.69707481567616
687	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	5.497787143782138	282.69707481567616
688	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.018628723723829	6.283185307179586	282.69707481567616
689	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	0.7853981633974483	282.40271538843103
690	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	1.5707963267948966	282.40271538843103
691	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	2.356194490192345	282.40271538843103
692	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.141592653589793	282.40271538843103
693	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	3.9269908169872414	282.40271538843103
694	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	4.71238898038469	282.40271538843103
695	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	5.497787143782138	282.40271538843103
696	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	2.6179938779914944	6.283185307179586	282.40271538843103
697	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	0.7853981633974483	282.7582651412411
698	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	1.5707963267948966	282.7582651412411
699	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	2.356194490192345	282.7582651412411
700	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.141592653589793	282.7582651412411
701	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	3.9269908169872414	282.7582651412411
702	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	4.71238898038469	282.7582651412411
703	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	5.497787143782138	282.7582651412411
704	35.	0.25	37.5	0.8	0.8	1.5707963267948966	0	3.141592653589793	6.283185307179586	282.7582651412411
705	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	0.7853981633974483	273.03036843496346
706	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	1.5707963267948966	273.03036843496346
707	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	2.356194490192345	273.03036843496346
708	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.141592653589793	273.03036843496346
709	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	3.9269908169872414	273.03036843496346
710	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	4.71238898038469	273.03036843496346
711	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	5.497787143782138	273.03036843496346
712	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	0.5235987755982988	6.283185307179586	273.03036843496346
713	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	0.7853981633974483	269.5538313252154
714	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	1.5707963267948966	269.5538313252154
715	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	2.356194490192345	269.5538313252154
716	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.141592653589793	269.5538313252154
717	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	3.9269908169872414	269.5538313252154
718	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	4.71238898038469	269.5538313252154
719	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	5.497787143782138	269.5538313252154
720	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.1229639298659642	6.283185307179586	269.5538313252154
721	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	0.7853981633974483	270.08588631755373
722	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	1.5707963267948966	270.08588631755373
723	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	2.356194490192345	270.08588631755373
724	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.141592653589793	270.08588631755373
725	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	3.9269908169872414	270.08588631755373
726	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	4.71238898038469	270.08588631755373
727	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	5.497787143782138	270.08588631755373
728	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	1.5707963267948966	6.283185307179586	270.08588631755373
729	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	0.7853981633974483	267.9174641726505
730	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	1.5707963267948966	267.9174641726505
731	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	2.356194490192345	267.9174641726505
732	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	3.141592653589793	267.9174641726505
733	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	3.9269908169872414	267.9174641726505
734	35.	0.25	37.5	0.8	0.8	2.018628723723829	0	2.018628723723829	4.71238898038469	267.9174641726505
