SXS_Sim	mm22	mm21	mm22_nomr	mm_21_nomr
163.0	0.004579018662134837	0.01831915974601317	0.0022248457068354544	0.009027045444838788
161.0	0.00829801747679293	0.24683002115727604	0.004439195820110875	0.07470927464907817
164.0	0.0061580787296658945	0.2844492422611343	0.0016630097450132109	0.16810545035911795
963.0	0.013798666751108635	0.007082354284977721	0.002509713649042289	0.0024768332388901415
1129.0	0.009937957366783712	0.2441864941658296	0.004691625030593505	0.09429298804272235
1217.0	0.023962077509565916	0.20785719079432685	0.008764801909702191	0.14877595218880957
887.0	0.01779843160859229	0.006271002973179396	0.002832884723299345	0.004717032900150575
1189.0	0.006648796520537625	0.0008219559197335524	0.001250255721107374	0.00018026629249445758
790.0	0.011238499424700565	0.0018932439884435937	0.0029087948455681634	0.000944124408917224
907.0	0.010435817693905114	0.0073031180660120265	0.006373460886796023	0.0054373027219973835
788.0	0.010078860098701958	0.015601672616356033	0.004155178070156085	0.0071535153156111475
872.0	0.005140337591000743	0.0016293908641887844	0.003743210492592852	0.0011447657976350056
861.0	0.004250970133554466	0.0045490210615284354	0.003041731663817493	0.0006631203571566546
853.0	0.006323671823644572	0.127568548119529	0.0024374867904318753	0.16985282026433768
767.0	0.009103216835198324	0.001206678386553195	0.00343075413627858	0.001590362113711219
841.0	0.008717523668886562	0.0011054782605003366	0.0031872916596989986	0.0014776828199820624
1205.0	0.007731252633127794	0.0005376753652597266	0.00163292701857487	0.00029257762484502514
822.0	0.022860115109654022	0.09165117264905831	0.007272220454673128	0.05326222226470023
935.0	0.010739079656900796	0.0031762224764578795	0.003768076511186047	0.0010925164646242713
927.0	0.019786811753748967	0.10572774932099271	0.005494002057044867	0.11865135308926311
897.0	0.015236649353482123	0.2598150735431325	0.0019923327419014702	0.1424361368840621
793.0	0.006809293660086202	0.0032480088138073793	0.005913804951840018	0.006542357065966398
803.0	0.009826998263814501	0.005687408097201807	0.0025211898302526237	0.01768654972912831
967.0	0.01724562227246973	0.14045587381628977	0.0032561447478683947	0.07504030312162313
925.0	0.008925571291051426	0.0039090855132031255	0.002751475816572313	0.006176461901997721
965.0	0.012558629915023989	0.26218303192083214	0.004578877511516644	0.057201632255617474
982.0	0.007469859020895364	0.0003784713219637803	0.0014341533974941978	0.0004944280435260628
876.0	0.008744895584431922	0.12206063260110955	0.002617566419035544	0.1376471054635744
865.0	0.005646851512169149	0.0018470188927405262	0.0029654027987165987	0.0006197043884785813
1188.0	0.004043192349654889	0.0008801862732673582	0.0020455508037771075	0.00011805289497257565
856.0	0.005966044559218564	0.0009765425440310116	0.003444156898129269	0.002365207583349238
764.0	0.0128328167059093	0.011626322317627613	0.0022478268094372478	0.0021203210589320065
838.0	0.012929145277708165	0.009794141162741798	0.002223505762143918	0.001895533147515116
786.0	0.007787434929469428	0.0014151493324052744	0.0008548673611890045	0.0006907826720751187
874.0	0.008720109670798504	0.0038717870580006197	0.003878071528550464	0.001828316265749974
863.0	0.01142403828919658	0.3089196312294519	0.0027377225095772673	0.10854814581722438
855.0	0.005945969980729937	0.0017666585731341833	0.003980364753034871	0.0011807304970412602
1195.0	0.0053110381367382775	0.0003862381285013594	0.0007304112295301035	0.000418021664026047
3.0	0.002709991137067491	0.25972617411031207	0.0019044078728089886	0.20311921897465668
88.0	0.005871716103304614	0.2377880498281506	0.004487479761629443	0.09639283868924209
1028.0	0.010522310959092396	0.19481651738527717	0.0034741286460829857	0.07609415139439268
1053.0	0.007006348262372342	0.0007318756672839433	0.0026572843022275583	0.0006464151751157665
1067.0	0.008047363163859789	0.11053995537685146	0.004668136756735275	0.1236210653076113
1006.0	0.010183341072729557	0.05259196036446612	0.00404479097355992	0.12271331839446542
1048.0	0.007533486480368667	0.010597011130690226	0.0033660925668115294	0.015630600048589294
1079.0	0.00659649978687693	0.0019974894258206755	0.0020246254472473524	0.0005953608598575633
1049.0	0.00808512164660613	0.003162617555737657	0.00246417772228269	0.007281229718735682
1035.0	0.005632796365551029	0.0024183262385981674	0.001770051043536447	0.001135804723969902
1066.0	0.010867736883467649	0.00792362648225331	0.004269635330903965	0.00699281616667391
1019.0	0.0066954010373189154	0.0002014686886409045	0.00465045012734322	4.960111620533336e-05
1076.0	0.0035381445172266712	0.00933441314943284	0.0015254974095579854	0.0022864906566952836
1086.0	0.009819893692484705	0.0512370635169167	0.004336777432183747	0.013968756473375366
1071.0	0.0057423952794999344	0.011760431218601819	0.003360872049183228	0.002158681746842306
1085.0	0.010642774957294932	0.13874431342206217	0.0022241707995701576	0.030394570411756305
115.0	0.003916051614329286	0.0008372111726087095	0.002336333524820544	0.00034352270330018086
632.0	0.017078282036801617	0.12227971819935901	0.0038284979669097607	0.04908860914417479
117.0	0.005176325100861745	0.03072170872573554	0.0033196997607600753	0.010432478928142253
116.0	0.003426743975714963	0.001415042565989122	0.0027362919837601307	0.00035557607403557956
1042.0	0.007846676373884476	0.0033969054535486487	0.0013664068559524623	0.00655238319285556
1078.0	0.010028724717195181	0.11342100733798477	0.0026271729715228176	0.07669857273530889
123.0	0.005956319574131341	0.0012559758342771676	0.004064269404285392	0.00014891431643559994
1045.0	0.005734804309160069	0.0020084047752861878	0.0029731423601472295	0.0011899860949257102
1030.0	0.008909665821455581	0.009080139234478368	0.0033113380036492446	0.0013967398987575486
623.0	0.030078848257344193	0.06619249831977325	0.0070964413116552105	0.046646602684536354
1065.0	0.0042465740352597425	0.02408107360264089	0.0017871624013147125	0.01073885831445931
1059.0	0.003585049751259617	0.0011058855771298726	0.0013171740004880306	0.0011583868702618183
121.0	0.005544247887486864	0.0396752304963649	0.0036535712016798616	0.01526500670828157
118.0	0.0036466425523116186	0.020371620498984777	0.002386607554290099	0.01602993965998223
120.0	0.003981945805669018	0.02923373018654829	0.0036691069415107913	0.00587839559949499
119.0	0.004110827688402319	0.01147128816690246	0.0027867843646601775	0.02695404964179815
1027.0	0.008758930245523655	0.012061965828396914	0.0021348356157560033	0.002483742793025212
1012.0	0.008056854329785867	0.01872150717526755	0.003810632549830939	0.009400004553838603
1031.0	0.007520646825105559	0.15619824707822594	0.0010539678179147804	0.024920518702274297
1033.0	0.013716042173913423	0.26365077058952147	0.006081244910333128	0.041829050475560736
1010.0	0.01059397116121541	0.027970838579212898	0.004771657115396732	0.0178118113958452
1018.0	0.009600031987962443	0.0037537201949512378	0.002123733361242608	0.006476355144085955
122.0	0.006449591652266551	0.0010231067455130916	0.004869148814463875	0.0003022716959907301
1056.0	0.007184378328197849	0.013457490479694911	0.0036098485477984443	0.01978267620451679
1009.0	0.009860239925318148	0.006384118302409925	0.001105592771180386	0.004972074523049708
1008.0	0.005782001790878621	0.01002620056677006	0.0018154561905309174	0.005618439846892587
624.0	0.013531223227993938	0.030236801955263237	0.004093692275799254	0.005811194842226586
1070.0	0.009844440167906976	0.003248385713703894	0.0019890732316542037	0.0025569562578618976
1022.0	0.008397504213846885	0.020217279272807143	0.002101685420941357	0.018571617389065542
1000.0	0.011173608317971762	0.0320666084467196	0.0024250971692409973	0.0275025993825615
1036.0	0.005693332077887914	0.13429485428234833	0.002320616935100883	0.07661071571537748
1023.0	0.0043641792914906885	0.0005216485799106607	0.002443961376481174	0.00032028866206057494
308.0	0.004301104399728417	0.0009893737908658329	0.002822802683225878	0.0010416786400850864
1020.0	0.01324630363951107	0.2260948282196127	0.0026291613746597386	0.2594178403480314
483.0	0.01159619107033949	0.2996283611698154	0.006059923970005987	0.0982616115841064
1224.0	0.004006818342252694	0.006692921274636721	0.001386441538819505	0.010941513629033062
1051.0	0.006880220225993328	0.137739010055843	0.002573928810621351	0.2916938431177917
1005.0	0.005298989483941918	0.0015784066523856222	0.004443660587902243	0.004231276277896101
1041.0	0.011695448576567569	0.04473910648466972	0.00295748169338772	0.029163811483640778
124.0	0.003895271597263661	0.0008095786091889545	0.0024612182422534268	0.0010223532335912333
1029.0	0.014984689455842415	0.346771102804071	0.001902095112194302	0.04544953245238459
125.0	0.004131973900842745	0.0020036140454537943	0.00274060370749174	0.0007708660508374265
126.0	0.006788944110712181	0.015375350353233563	0.0037199273265124955	0.005184868516831753
1039.0	0.004401330488701172	0.007398910806314385	0.0026884752349393137	0.006810209516214694
627.0	0.012608764841666842	0.0007628134024885158	0.004334351468927244	0.002232914243752604
142.0	0.005962967859814983	0.0025115200231774493	0.00531513146040663	0.0009360846760125829
143.0	0.004623319748742749	0.0035519756222051058	0.002768617659742123	0.0016808146448766825
144.0	0.004969316561785897	0.0004497793562032726	0.004764673411181919	0.0003497049768638183
1087.0	0.00999326812953849	0.024466720486401417	0.0021913669967448257	0.016730052119798833
1057.0	0.0049741048676271715	0.002658777147481084	0.002477698560548691	0.003011752960814351
146.0	0.004708717281071473	0.0007367757728712343	0.0041129874140458655	0.0007459815813413151
1077.0	0.004271897320464402	0.003691483239262605	0.0017460675930374148	0.0013292472409122125
951.0	0.01365547887079499	0.007357426893362384	0.00650909836284097	0.0035938884596327103
771.0	0.018204943689809627	0.008786336538705641	0.004922168794937454	0.012020374872496742
956.0	0.029024540125920484	0.010706155842842735	0.0075578361785942905	0.003067610637111362
949.0	0.015083194668069733	0.012813683787326724	0.0017441455217790391	0.013313634554143139
716.0	0.03234462049916831	0.018904975220591425	0.009988544774374386	0.006461007294435772
758.0	0.006427462546258145	0.03189394600717832	0.002321939263630668	0.013280265301981342
974.0	0.00970653003601707	0.006539029547665387	0.005036035433596542	0.00463106173218597
732.0	0.0033730776044499367	0.0028411008151414396	0.0018124082627234417	0.0024808787630651308
739.0	0.005785655001496637	0.0030139295180181547	0.00164690573612003	0.003952991446233622
915.0	0.013365885242699993	0.01102407933348415	0.0081587186777754	0.005349497628491462
989.0	0.013213745958407075	0.010384689487243803	0.00783385935167824	0.005436535580463087
1200.0	0.03984091611327012	0.023456585544528896	0.010879307544779837	0.008452247537621527
813.0	0.02598820928694001	0.0069990933132512145	0.004623864635056374	0.0030625681183152897
977.0	0.03402458666599839	0.008033349155268876	0.007025850128550615	0.005938457166688393
721.0	0.01336783219908344	0.009139461244294211	0.0035886799382119916	0.021943196622329353
751.0	0.00794641812540331	0.284037673414675	0.0016181896438146604	0.09814371498710106
918.0	0.014141814080399273	0.010635008139185054	0.0063610373298623735	0.011030165026648997
840.0	0.012827997021684245	0.017720671023936374	0.009537327393730921	0.003316779562021699
740.0	0.008973655104399847	0.0012960272862506672	0.004731992740534041	0.002180434669708964
890.0	0.009295541884106417	0.011564424201831236	0.0039774220374538816	0.0054271190392307656
842.0	0.01112860937572202	0.006500479673792303	0.006399937706340175	0.003734686726501568
722.0	0.035403943053983866	0.00809580566185042	0.007584605284238544	0.006710594357233424
910.0	0.007387324146199137	0.014965879769822665	0.006692602831082195	0.0032489966057906994
942.0	0.024095305179859805	0.020557207153693913	0.005676720226880039	0.005639432026850577
992.0	0.013921851330473745	0.009805249300072205	0.004904618626655144	0.011606989305357307
1194.0	0.013133381927080467	0.011514278805838996	0.006839825175977143	0.005219077922430926
717.0	0.012882837148366133	0.008499797893956051	0.007170599243122688	0.00461437974980794
1207.0	0.00927426701741052	0.00889086168473563	0.005863110673960947	0.009777738109621903
768.0	0.010391230730190881	0.0064652501363657855	0.006343891337784124	0.0036445250748943225
944.0	0.008516284029562615	0.005296760600653094	0.006213954408927913	0.007579313038986735
934.0	0.013369379171711993	0.013647883444395603	0.008341149070033027	0.003639443857438085
766.0	0.01375396079989366	0.021132524857848334	0.010609342953983303	0.0040393730502322756
778.0	0.011679821132794421	0.0030709325653829334	0.006160317071062016	0.006246759707020599
796.0	0.01727495889126829	0.018480997765329188	0.002774046745926184	0.000915229639791626
906.0	0.03429555608169177	0.012026165975545178	0.0073787946476874255	0.0021920026215981325
888.0	0.027070421015349178	0.012100822611698758	0.006518332074572641	0.006705833453772958
976.0	0.014501445821435976	0.00806093075569958	0.00362871497631001	0.00409441915416664
821.0	0.010865027917845382	0.005473897937192662	0.0031324341921601384	0.013177733375033696
900.0	0.014639908918285482	0.008620565745345088	0.009061108050287259	0.003641658815224935
710.0	0.011948261383065817	0.00959887994983355	0.006226578192361498	0.004549025102262405
830.0	0.012091029020074084	0.009499783145179852	0.006190180353084385	0.004587346113186008
908.0	0.014966916437662126	0.0044320573617020464	0.003847374997281938	0.010957138215207607
806.0	0.007337828635726185	0.0009690420799847166	0.0024842549266643754	0.0013044681567777605
886.0	0.030669047838975838	0.01676280913324968	0.005969268338286149	0.004110479036205983
789.0	0.007145190724891615	0.0023012202146819316	0.003664751290801238	0.0007542841839976999
943.0	0.023415696677959064	0.008021303849081063	0.008759130239342827	0.005127156449441839
798.0	0.009573849043970628	0.003979884947163392	0.0043714044763044635	0.0006743607276173957
958.0	0.008942466224208245	0.02035523372457604	0.0069276179875849	0.0064259599291359715
1204.0	0.018272037587654277	0.0046478151128767076	0.00512290029018414	0.00697232608035081
991.0	0.020464895621294277	0.021297501912838968	0.00966061433677734	0.0030046371751706324
928.0	0.03204097495699498	0.0063978600640342	0.0054559952930399724	0.003843294435739719
896.0	0.027883497258378354	0.04935728815927576	0.0045758367715877935	0.002439984131398565
968.0	0.02830815158906086	0.00778782156979807	0.004814362206896794	0.002388836277646522
772.0	0.03287388459663587	0.013545898775873644	0.007609562892424315	0.009154287627543
791.0	0.005101978498376014	0.004845164674474045	0.001960194050754427	0.0007991696426468131
917.0	0.021544069484224493	0.023962511630750027	0.009417606090696973	0.0030000238720063743
780.0	0.01619241763333923	0.007213122406928951	0.006131318815609577	0.004270531756473073
898.0	0.019097758118341357	0.0032864344456430272	0.005444701849097844	0.005979137782230359
804.0	0.014376892810584074	0.0010318545578040794	0.008173787315613135	0.0010809838870654565
731.0	0.006956092746833953	0.0015417053175071915	0.004305248552647356	0.0018434490862132558
814.0	0.02917340908213306	0.014360071737510527	0.008023120294126995	0.00835590757482374
808.0	0.008085700212740354	0.0013990721015915142	0.003348970837384724	0.0032735534963139745
757.0	0.0078998846060917	0.13544002257186538	0.0022091979975285003	0.045094013978469794
711.0	0.010258366356822424	0.00804668492611671	0.004376227590194626	0.007032685718722287
950.0	0.013983639952027782	0.006503677878749281	0.006264948660023584	0.00826629248555888
937.0	0.021641175678419278	0.006472701011696058	0.0039133195520498765	0.00462694793508589
794.0	0.012275471864484633	0.0017045738583363335	0.008549015547347771	0.0013821107864482318
984.0	0.015180368129595667	0.0038450908862248667	0.0033950441185245372	0.006298023466003944
1215.0	0.04319701386565411	0.00985324598405124	0.008526505494004799	0.00845134080466281
820.0	0.017864187301577128	0.0038105404789935404	0.007436576090660396	0.006765821380997239
957.0	0.012001362112397329	0.013819294234855173	0.004389396167739146	0.010714794804146277
770.0	0.015123259955958313	0.006349213588868641	0.0025371569379695202	0.003855152586612842
1193.0	0.019765680296770394	0.022677621730152975	0.009648174081988592	0.006151554445131158
1197.0	0.028464746758860127	0.06631692474709139	0.005812477016015949	0.00652928558541277
752.0	0.014007892202513306	0.03534879950776193	0.0010334279485445519	0.016235688554780525
936.0	0.01693853214618768	0.015390967091073904	0.004464177770038824	0.00438285863008514
720.0	0.017380075937298622	0.004918130463472226	0.004083953798609596	0.005289465092912837
924.0	0.013127575896785926	0.009479597224349101	0.005554452093317619	0.007553508938906162
715.0	0.023102497499877916	0.036566671862054534	0.008215213535007315	0.00569769249352492
983.0	0.023344628255435262	0.03698617649959568	0.009271495374613803	0.005717574934566261
823.0	0.030881692308693864	0.005716491475106444	0.005573551803964905	0.003549214871621298
829.0	0.017065481896916257	0.015297345339017054	0.008599203076652517	0.005092901359545321
765.0	0.01250586200382231	0.00552513118349629	0.0045016821832595255	0.005109609430090201
709.0	0.01726166228682624	0.015376923810247911	0.008952336055160326	0.005115436547127206
839.0	0.01248957074052226	0.005477569853691966	0.004351182516449836	0.005227344299047809
981.0	0.018288559022691553	0.013911665012265928	0.008975450404172913	0.005009613769753507
812.0	0.02282462087034509	0.025111076173618962	0.003845737464301613	0.0034572481552626044
964.0	0.013932202757003576	0.011814853658611901	0.003983909267820218	0.005659738402483905
966.0	0.027903674604046635	0.01378866175926552	0.009013132441895277	0.006879663013314441
777.0	0.019075194001835216	0.013231593511473627	0.009005834410764857	0.005864499537403867
926.0	0.025841205248398058	0.012990643828151294	0.00760214248372737	0.006149812695482537
787.0	0.010524301082212917	0.001365118081286254	0.0031956081785908808	0.0014380960487145877
873.0	0.008565146698973125	0.00936232044746066	0.0033961817130280236	0.004900768849680381
748.0	0.014865945148882176	0.06612746810044712	0.0023663311896957584	0.010062082469967093
749.0	0.015911303489102968	0.20465811767880404	0.004717467315612622	0.09939889497869625
1800.0	0.013668233372676974	0.10280191120845805	0.00625529533633129	0.05997652791977637
1846.0	0.007746093753504324	0.04070638800847548	0.0012670467922746287	0.007135149078620895
1833.0	0.009005284140947478	0.0032940952780748933	0.0019354939220032064	0.000664599188271664
1515.0	0.004417173562718646	0.0017066970634422862	0.0016619363524226216	0.0005950120749602661
628.0	0.009334346595503695	0.00495119321550086	0.006421459161989107	0.004143392582166339
1874.0	0.009585661982614124	0.2046719257362044	0.0018855905728547562	0.18826421282269157
1704.0	0.00975732466349255	0.005398334993650833	0.0021924129770169998	0.0010329496968631835
1762.0	0.00883477363744778	0.0021197401957215867	0.005156704548252677	0.0013017874323092427
1888.0	0.010981782124307449	0.0009608368776731213	0.004624527111764309	0.002114711602771213
1868.0	0.009156319567403148	0.005420529116579753	0.004464990970845628	0.004366638700750047
1518.0	0.018003648371101022	0.013457445495497433	0.005678845609658034	0.004662069570569027
1890.0	0.006021884479192163	0.007215205525045731	0.004293439974442648	0.0015541853711079634
1991.0	0.01984965821953344	0.020179267800590872	0.0024827202017948524	0.0012846356336204678
1981.0	0.027026085665881494	0.005107924205936865	0.004927874828924983	0.0022916107257233698
1987.0	0.028449227312348113	0.02292055893898992	0.00982111504659311	0.0007511081146245324
1956.0	0.0029388124548919148	0.002631045975989066	0.001424797193910643	0.0016915269927763044
1986.0	0.02290572806233715	0.0063680286815017695	0.002439151096115033	0.001930999572586578
1988.0	0.024305972501408757	0.003031098346566785	0.00386626442508875	0.0011486495020055498
1782.0	0.026211872051575824	0.00884571022419467	0.005638146585996373	0.0007986608946016771
1983.0	0.028699261479851912	0.04525183806713717	0.002021633790075361	0.0011523890870430709
1993.0	0.027849401440404153	0.006530981593999896	0.00657613584910377	0.0016484979944495493
1915.0	0.03941896218487417	0.00649595256119051	0.010412982231378654	0.012568215338243593
1948.0	0.009829468806425767	0.005106365178856098	0.0017018368256861427	0.0008819353858858792
2003.0	0.06465336144537859	0.09708584367263173	0.012003003068739138	0.00500776911954437
1954.0	0.004590944568545696	0.00262445344069262	0.0019315276599076725	0.0013071537509941056
1946.0	0.013741633728023617	0.016586528172744863	0.0031691968633366097	0.001206159044666144
1982.0	0.026359111178046346	0.008860772092839753	0.006485619927906305	0.0023200872436495157
1995.0	0.018280737267707514	0.015001552481108016	0.006291801603468095	0.001496673048600794
1984.0	0.02121860633530448	0.003566930257762113	0.005247638915891639	0.0015853670909753426
1928.0	0.031326373906237714	0.01358654200546694	0.014578945165418689	0.008252626899384663
1997.0	0.05787176462572263	0.011100541293575295	0.01023848756997714	0.005103827695952412
1989.0	0.02063895870794008	0.010460226232048453	0.008394799800006902	0.00165843587264225
1920.0	0.05540363341906085	0.08257288562084653	0.01304281679478314	0.005693206378423188
2009.0	0.04661256211487186	0.009870096581251042	0.010865379288483523	0.008616383023725915
1994.0	0.020703926300050246	0.00884170530515338	0.004111859204966817	0.001228138826627867
2005.0	0.07353123756798452	0.02083134467369152	0.012817486983130566	0.00547572033164323
1926.0	0.036514578872091086	0.023538648275349683	0.013514746057369686	0.00787501704809912
2081.0	0.0328432538698723	0.01510934096310712	0.015237358231994125	0.007536390558600337
2007.0	0.0526225273380071	0.05074999647772249	0.01399887519693066	0.004036639713645207
1918.0	0.04853720166834674	0.007678035036757569	0.0122073193897132	0.009836978108570094
1958.0	0.01327618169345246	0.001258510956058445	0.004303238682532684	0.001471397599860258
2080.0	0.04140342858902479	0.004529584551699495	0.013831730678376286	0.01372381894199659
1924.0	0.06399295364116209	0.030776461343999917	0.011380495705158866	0.003903167548376718
2000.0	0.03642707298013881	0.012410400207667482	0.018175708050034434	0.008408015791774859
2012.0	0.02837054683493978	0.011326931282341746	0.011435208350477288	0.006905179374941506
1945.0	0.015921599852156798	0.0022212438118176525	0.0029800419873337036	0.0007969329826449378
1930.0	0.04412778460171751	0.005654714661168292	0.01428179431278731	0.009665957442877682
2010.0	0.06021830835413966	0.007869927695106749	0.01665040053428557	0.009524886052038384
1992.0	0.014124174669869483	0.0030226677925138112	0.006130727513829148	0.00294195310552392
2011.0	0.04022495755699318	0.01487637639703765	0.018595439515563195	0.007282930679682664
2044.0	0.05219397642050627	0.04544675982901125	0.0172132439911189	0.008345688364413961
2075.0	0.056087173847805816	0.006015652807988103	0.01239260894856209	0.007918771862727048
2061.0	0.06220197545146933	0.011229754712139939	0.011726198210383898	0.004195001468206172
2001.0	0.05933064282445066	0.07112531483016038	0.013635722568073994	0.00424553096808733
1952.0	0.006713589430986433	0.0018759553560158126	0.0028897092636597232	0.0013645295615014597
1969.0	0.01854839681968956	0.04245147818367612	0.007024671293389906	0.005710343491017733
2065.0	0.062400019865542	0.04190687924253278	0.009855529443235755	0.004937144701367857
1979.0	0.033879603499820554	0.031166768312219095	0.003744944389307059	0.009395452206148902
1968.0	0.036812504554760817	0.020140163353012053	0.003415428039587831	0.004349451294522355
2057.0	0.05842079885871798	0.025935095603347946	0.011440794756602424	0.003473355026486047
2048.0	0.030197048152027284	0.011426472494879936	0.015892055698082053	0.007590916391248981
1999.0	0.029584795849376677	0.013936401746684868	0.013947448665915796	0.0061655660701942505
2053.0	0.04994671183677579	0.020903580381232967	0.004642680760500784	0.003164481723094137
1921.0	0.02672922654805332	0.012249971073156507	0.010990500161533467	0.0077496768485164624
1975.0	0.015438244329630813	0.037329555822784855	0.007068350098528686	0.011710330477149089
2058.0	0.021511616889347995	0.013506623860284117	0.01264978229672653	0.007637546618276536
1971.0	0.01492235136807707	0.02424327344128996	0.004408986435603723	0.007660859036099699
2052.0	0.05925447560771957	0.01508454409386173	0.011396774805599863	0.00526736818550444
1951.0	0.008425623270576721	0.0022952610485077463	0.0015816834893647158	0.000802863288033695
1973.0	0.03654064023934411	0.019844495301140852	0.0061225669885121015	0.0069265239675954104
2054.0	0.07984209433333855	0.08182450574385602	0.016027646393719897	0.005654152094711096
2043.0	0.07155287634237095	0.015357176756449986	0.01374261848494085	0.0044127640427962245
2045.0	0.06175226234934528	0.021714181311906722	0.009376367507543115	0.00428075496039626
1927.0	0.0349319399693363	0.007077492590432333	0.01371026843276879	0.009392747254298728
2049.0	0.03835211988914766	0.03101944039657334	0.013058130431509607	0.008082354665812197
1959.0	0.007436754446460636	0.003999147580789342	0.0031620714431543906	0.002149386474716186
2070.0	0.020658476257410352	0.010825157182550615	0.012822199184417737	0.007817704725275543
2064.0	0.06654072832568525	0.03353267525892156	0.011887370969004607	0.0035465913753104372
2069.0	0.06194473276519563	0.08701398851728248	0.012046658420342693	0.0032821845392165816
1957.0	0.010436117793414579	0.0013536142446020083	0.002033628465389681	0.002758600662742472
1977.0	0.02741521158492166	0.01717537092216115	0.0024664077132355855	0.007371120011307242
2073.0	0.047646220518731464	0.006229485037468563	0.00936579046680186	0.00784421679324876
2079.0	0.025564152380051053	0.010742187592668317	0.010961348242824798	0.009641043079171796
1923.0	0.0772277047374621	0.017580045992568127	0.014235607192923272	0.005694381006011495
2004.0	0.027318251993544762	0.006153705153427502	0.007647056261138152	0.010535331072578091
1953.0	0.009956178116079961	0.002420709429166612	0.005449854341246452	0.0009255766805191801
1947.0	0.01241303204796218	0.003184208451421311	0.00673304693488852	0.0006458396349932061
2066.0	0.04479439049418987	0.005560156285895568	0.014300595819603523	0.010114377495847982
2017.0	0.025640809735829606	0.014853604265366971	0.013422728545171014	0.007925198946506118
2032.0	0.05761753865324193	0.006384625859297999	0.016275161405535088	0.010131317373771709
2074.0	0.07890077058096567	0.015985233707688562	0.016271172126444355	0.005504971005740877
1972.0	0.010959257669925893	0.032575098786741696	0.004131697574532356	0.006975028835699115
1998.0	0.08595121839324327	0.030202245127116334	0.018300415306350848	0.0058037745803039
1978.0	0.03886113213221021	0.043705021853441384	0.004633008436741082	0.006892891608230034
1917.0	0.06387518511473955	0.08482260054275093	0.010619726843023591	0.0037700566828816617
2037.0	0.02333386717188357	0.010810755477409617	0.013954473373069765	0.006096803188366806
1929.0	0.06360166411419466	0.005632978486435958	0.01896665670692066	0.01017353115948072
2039.0	0.05834526366712023	0.009320564084627225	0.009206161794633627	0.0031548076687660798
2016.0	0.06178745754584969	0.009866705633545858	0.01162538902323862	0.003775815649131431
2006.0	0.033005154189448604	0.006585662519045576	0.012798712122502276	0.007674601800366054
1976.0	0.03696472796011929	0.08707492596682875	0.0033302254383131835	0.007700269768389223
2015.0	0.05173073488621438	0.008077441278500519	0.013704755600004837	0.009865780785735967
