Case_No	mismatch[standard]	Min[mismatch[fancy]]	Mean[mismatch[fancy]]	Max[mismatch[fancy]]	Sigma[mm(fancy)]
163.	0.006388171625477557	0.004167768103215397	0.0051846843695533065	0.006199222982108954	0.0007354688861938107
161.	0.006223342283292466	0.004090883295148839	0.0050809509324713665	0.006069202568813492	0.0007191717363784441
164.	0.004926705227966899	0.002913876494018308	0.003918582725573626	0.004921199724045033	0.0007345770243381947
963.	0.00490879521301868	0.0030564957899457124	0.0039825597681345075	0.00490714126420333	0.0006850110587099328
1129.	0.0034638788598818637	0.0019668685015462595	0.0027085959632009676	0.0034495114318562337	0.0005423522392410948
1217.	0.021595958714760388	0.018584386338572956	0.019382645023733155	0.020191781079171522	0.0005922137894474271
887.	0.00921802820737938	0.007156391029338516	0.008097649012436361	0.009037157666349493	0.0006861383784721254
1189.	0.0043820476889960824	0.002503951383262426	0.0034053057306152705	0.004305362373526633	0.0006646944982211896
790.	0.004554932745857054	0.0022931834949230234	0.0033173774534326693	0.0043397470246663294	0.0007526788269463881
907.	0.005010300128082457	0.003190703966683195	0.004069151892209212	0.0049462473463650625	0.0006421397308581077
788.	0.012081744062838795	0.009084097017428072	0.01004405654300666	0.011003554495241485	0.0007010340121122539
872.	0.004120485054552647	0.002154639462610297	0.003116291423945343	0.004076422645440503	0.0007075547974001706
861.	0.004159573731539079	0.0022236319445301245	0.003173851235313282	0.004122549512501572	0.0007001025811088947
853.	0.007378680739428045	0.005084873600367135	0.006226674718169411	0.007358214261209861	0.0008264585466014982
767.	0.00452156142069271	0.0025631191543115106	0.0035185799324268506	0.00447245598346635	0.000702734977131958
841.	0.004717603660155278	0.00277117323503584	0.0037246136327892957	0.004676476158276266	0.0007023317859623075
1205.	0.004343977588931902	0.0023132746896745715	0.003302314733408106	0.00428978394857471	0.000726411902794602
822.	0.014415377474951918	0.011781120669103307	0.012973477699598916	0.014161277734760835	0.0008516333045297615
935.	0.004726913980668934	0.0028119566158543163	0.003752827507962731	0.004692071000349407	0.0006817845160059479
927.	0.0147789774257584	0.012074961280112317	0.012938497684232733	0.01380529829847077	0.0006273151962867555
897.	0.005427461400035916	0.003477527825537674	0.004411412473485828	0.005343830878933642	0.0006864734750887015
793.	0.004529717935699118	0.0024486407090972273	0.003385138166425478	0.004320129809949669	0.0006895131058052037
803.	0.00767771532848982	0.005045418475364438	0.006201175611481911	0.007360427239655132	0.0008453961988039554
967.	0.009661200934797831	0.007250851883414788	0.008215083341754612	0.009176204664881449	0.0006925429634359494
925.	0.005524782293736097	0.003331820096154514	0.004366041407734323	0.0053979215397915725	0.0007583245828947684
965.	0.010633965326751094	0.008230184731398138	0.009203712695004205	0.010180309689526879	0.0007212718185031654
982.	0.0042444327411553795	0.0023326664501813754	0.0032887989840146795	0.004243229336877152	0.0006936408147615866
876.	0.007513930918650491	0.005316326619846823	0.006300674967476491	0.007283167145033742	0.0007214690139101679
865.	0.003877812272836678	0.0020141329866047997	0.002936131359170215	0.0038566950147885803	0.0006817373014479498
1188.	0.004307144757810133	0.0024247398132398734	0.0033418581722154846	0.004257384692966437	0.0006683753657590536
856.	0.004466066108074984	0.0026152329873505575	0.0035168158559136745	0.0044169320698292935	0.0006664275404083538
764.	0.006384489663611714	0.004143820394257092	0.005216159294579401	0.006285988411566801	0.0007775346857153073
838.	0.006300418281710796	0.004075436976855418	0.005142744650341287	0.006207564736021687	0.0007730895737463989
