Case_No	mismatch[standard]	Min[mismatch[fancy]]	Mean[mismatch[fancy]]	Max[mismatch[fancy]]	Sigma[mm(fancy)]
1389.0	0.007199471031101856	0.0028135610320734195	0.0031516945881603525	0.003489431619363992	0.00024698117440663135
1390.0	0.0025885639620714107	0.001734060922459979	0.002056306373771088	0.0023783972150691612	0.00023122572605719863
1391.0	0.0017480952223684065	0.0007031567519917292	0.0011903868933193268	0.0016773149282564015	0.00035778455489550237
1392.0	0.0030941965356887646	0.0023495853504302833	0.0027047403863761947	0.0030596957272439607	0.0002549405962262514
1393.0	0.004718090386962359	0.0032990268451724702	0.0037254641760072495	0.004151813230553469	0.00031480358307240915
1394.0	0.004455883869044608	0.003131085677920642	0.0037086616681088797	0.004285809920632655	0.0004163285598118128
1395.0	0.0017199261374911679	0.0005393258389237987	0.001129299936928428	0.0017187215056868599	0.0004244666243464613
1396.0	0.002965855242214377	0.0017140056411867333	0.0022585344026520384	0.0028025560839741726	0.0003945583714229356
1397.0	0.0015484412538822045	0.0002491161580829848	0.0008911256833921767	0.0015325334800688761	0.0004629728450569712
1398.0	0.0034622795745404833	0.002173931426993736	0.0028051576259912826	0.0034358008608273982	0.00045515402957451486
1399.0	0.004010806489865959	0.0027617964610688883	0.003372084357910812	0.003981750845486354	0.00044150777930662444
1400.0	0.0034910137019382725	0.00180793639518817	0.002567958643476021	0.0033266493302517297	0.0005512764081260308
1401.0	0.00216902713585565	0.0010945983439816231	0.0016288999235797826	0.002162802061290048	0.00038549592747359344
1402.0	0.002661336899387301	0.0011085549406409934	0.0018067725314019662	0.0025042978775671187	0.0005056944293620738
1403.0	0.003107050969564873	0.0019042140397025342	0.00237405163395941	0.0028435521589228463	0.00033893620548491215
1404.0	0.0031117330010609345	0.001758324865226979	0.002433126145804823	0.0031073139693281737	0.00048646365371948373
1405.0	0.003653336594544254	0.0020987874573896725	0.0026727202429412187	0.003246164726812606	0.0004126291179146084
1406.0	0.005114941027374531	0.003030187738080059	0.003508088308689848	0.003985775769330457	0.0003442999582365049
1407.0	0.002854501676610055	0.0018461096212548656	0.002335966699984096	0.0028254645703827963	0.00035306838543690624
1408.0	0.0028251542771362548	0.0011801975071082937	0.0018896793344200353	0.0025983879345449212	0.0005117343068726646
1409.0	0.02757264484116395	0.0016792263833838028	0.003694071568287118	0.005624362421790763	0.0014343096836720514
1410.0	0.012376787203310258	0.005755820266931999	0.006656583525002987	0.007559901035275818	0.0006494759553254119
1411.0	0.010768011933670829	0.004525523376039509	0.005498549894773806	0.00646415101964759	0.0007076142543189424
