Case_No	mismatch[standard]	Min[mismatch[fancy]]	Mean[mismatch[fancy]]	Max[mismatch[fancy]]	Sigma[mm(fancy)]
1389.0	0.004076609328154568	0.0010924260242533013	0.0014248372159330375	0.001756369670525726	0.00023956087903381844
1390.0	0.0013960092049660755	0.0007258009632415963	0.001046820259056838	0.0013677614739727728	0.00023011402598656898
1391.0	0.0017491814720395071	0.0006153042566625633	0.0011032792128215904	0.0015911907073562492	0.0003581888063151708
1392.0	0.004089941138337605	0.0033715205717017582	0.0037271486371459736	0.004082568556653121	0.0002549459623962797
1393.0	0.0020713132521771316	0.0009874188747299728	0.0014154976724403002	0.0018440479968503398	0.0003144084942370018
1394.0	0.003029444107909729	0.0018164734130325932	0.002394928405826185	0.0029729396365757443	0.0004172388003442729
1395.0	0.00178422472331774	0.000479536500535116	0.0010754441277763367	0.0016684764406660335	0.0004248317589776311
1396.0	0.003533200330087971	0.002422748837002886	0.0029675190072797116	0.0035121270720713804	0.00039441952917568246
1397.0	0.0014504421839577342	8.753096651570313e-05	0.0007297089997119464	0.0013712078480253576	0.0004630206707242784
1398.0	0.0034574135715086385	0.0021739365072542816	0.002807374956703835	0.003443885353538456	0.00045518198584162977
1399.0	0.0033342576530766	0.0020236611906133684	0.002636698472512464	0.0032493179618047208	0.00044345363230923607
1400.0	0.0023762072293616043	0.0007283597925227259	0.0015045463601356284	0.002279697496939237	0.0005612672245569415
1401.0	0.0019281854885788707	0.0008531080548119796	0.0013876304000893023	0.0019215322890784314	0.00038548955259956635
1402.0	0.003078361977116306	0.0016668269873951758	0.0023645955032679097	0.0030617833741205525	0.0005054839879679692
1403.0	0.0035894928195918663	0.0026050932979250208	0.0030752243937379425	0.003544260128638288	0.0003388322601938666
1404.0	0.0044207686262818235	0.0030283647637608935	0.0037031164204526577	0.004376729730533047	0.0004859698497439052
1405.0	0.004233406752245483	0.003054500798201465	0.003629670464681381	0.004205033074192954	0.0004135518057840554
1406.0	0.004440376535394419	0.003242361835699481	0.0037204719585093543	0.004203329623089336	0.0003443830783561938
1407.0	0.00313909612935126	0.002147380899570117	0.0026374531170168286	0.003127238356805506	0.00035316363466928716
1408.0	0.002598948196023687	0.0009689714322228538	0.0016788061739627235	0.0023871962208847908	0.0005113540676792262
1409.0	0.02311403699471859	0.003017016306651632	0.00466533477107444	0.0062927697723440534	0.0011520589757591413
1410.0	0.012982224800865527	0.005125386653578423	0.006091163377672525	0.007059140578553613	0.0006920683854314973
1411.0	0.005604805511963296	0.0007049693462179984	0.0016056844437967494	0.0025117601940307654	0.000656740160738237
